freq,psd_x,psd_y,psd_z,psd_xyz
108.7,5.789e+04,3.384e+03,2.571e+03,6.385e+04
110.2,7.884e+04,3.694e+03,3.761e+03,8.630e+04
111.8,9.576e+04,4.250e+03,4.956e+03,1.050e+05
113.3,9.695e+04,4.269e+03,5.244e+03,1.065e+05
114.8,1.193e+05,4.299e+03,6.180e+03,1.297e+05
116.3,1.311e+05,3.514e+03,6.030e+03,1.406e+05
117.9,1.300e+05,3.523e+03,6.004e+03,1.395e+05
119.4,1.302e+05,3.516e+03,5.683e+03,1.394e+05
120.9,1.267e+05,2.440e+03,4.667e+03,1.338e+05
122.5,1.225e+05,1.542e+03,4.028e+03,1.281e+05
124.0,1.005e+05,1.633e+03,3.593e+03,1.057e+05
125.5,9.128e+04,1.950e+03,3.473e+03,9.670e+04
127.1,8.499e+04,2.071e+03,3.244e+03,9.031e+04
128.6,6.964e+04,2.390e+03,2.761e+03,7.479e+04
130.1,5.879e+04,3.241e+03,2.484e+03,6.452e+04
131.7,4.997e+04,3.182e+03,1.915e+03,5.507e+04
133.2,2.707e+04,1.869e+03,1.002e+03,2.994e+04
134.7,6.545e+03,6.600e+02,3.262e+02,7.531e+03
136.2,4.098e+03,5.298e+02,2.083e+02,4.836e+03
137.8,3.152e+03,6.693e+02,2.233e+02,4.045e+03
139.3,4.135e+03,1.119e+03,2.540e+02,5.508e+03
140.8,3.452e+03,1.334e+03,2.820e+02,5.068e+03
142.4,2.707e+03,1.553e+03,3.586e+02,4.618e+03
143.9,2.208e+03,1.761e+03,3.912e+02,4.360e+03
145.4,1.650e+03,1.960e+03,4.076e+02,4.017e+03
147.0,1.288e+03,2.469e+03,4.611e+02,4.218e+03
148.5,1.161e+03,3.006e+03,4.918e+02,4.658e+03
150.0,1.174e+03,3.412e+03,5.237e+02,5.110e+03
151.6,1.819e+03,4.949e+03,7.227e+02,7.490e+03
153.1,3.426e+03,5.930e+03,8.795e+02,1.024e+04
154.6,5.681e+03,6.077e+03,8.472e+02,1.261e+04
156.2,8.318e+03,5.831e+03,7.845e+02,1.493e+04
157.7,1.066e+04,6.852e+03,9.685e+02,1.848e+04
159.2,1.688e+04,9.096e+03,1.524e+03,2.750e+04
160.7,2.723e+04,1.156e+04,2.857e+03,4.165e+04
162.3,3.312e+04,1.030e+04,3.780e+03,4.721e+04
163.8,4.250e+04,1.088e+04,5.082e+03,5.846e+04
165.3,4.166e+04,1.184e+04,5.837e+03,5.933e+04
166.9,3.317e+04,1.115e+04,5.505e+03,4.982e+04
168.4,2.349e+04,8.911e+03,4.119e+03,3.652e+04
169.9,1.743e+04,6.831e+03,2.880e+03,2.714e+04
171.5,1.558e+04,6.839e+03,2.668e+03,2.508e+04
173.0,1.593e+04,6.473e+03,2.499e+03,2.490e+04
174.5,1.499e+04,3.960e+03,1.841e+03,2.079e+04
176.1,1.359e+04,3.277e+03,1.715e+03,1.858e+04
177.6,1.408e+04,2.643e+03,1.618e+03,1.834e+04
179.1,1.657e+04,2.202e+03,1.552e+03,2.032e+04
180.6,1.717e+04,1.767e+03,1.474e+03,2.041e+04
182.2,1.684e+04,1.428e+03,1.268e+03,1.954e+04
183.7,1.588e+04,1.199e+03,1.014e+03,1.809e+04
185.2,1.695e+04,1.570e+03,1.080e+03,1.960e+04
186.8,2.848e+04,3.052e+03,1.632e+03,3.316e+04
188.3,1.738e+04,1.919e+03,1.391e+03,2.069e+04
189.8,8.771e+03,9.867e+02,9.916e+02,1.075e+04
191.4,7.528e+03,9.810e+02,8.955e+02,9.405e+03
192.9,6.847e+03,9.884e+02,8.885e+02,8.724e+03
194.4,7.025e+03,1.160e+03,9.178e+02,9.102e+03
196.0,6.653e+03,1.361e+03,9.674e+02,8.982e+03
197.5,6.499e+03,1.448e+03,1.019e+03,8.967e+03
199.0,6.531e+03,1.417e+03,1.043e+03,8.991e+03
