freq,psd_x,psd_y,psd_z,psd_xyz
116.0,4.744e+05,1.580e+04,4.772e+04,5.380e+05
117.6,2.496e+05,2.977e+04,4.535e+04,3.247e+05
119.1,1.777e+05,3.170e+04,4.281e+04,2.522e+05
120.7,1.946e+05,2.901e+04,4.535e+04,2.690e+05
122.2,1.461e+05,3.059e+04,4.119e+04,2.179e+05
123.8,9.538e+04,3.491e+04,3.419e+04,1.645e+05
125.3,7.392e+04,3.652e+04,2.734e+04,1.378e+05
126.9,6.145e+04,3.101e+04,2.229e+04,1.148e+05
128.4,6.117e+04,3.384e+04,2.558e+04,1.206e+05
130.0,5.347e+04,4.489e+04,2.694e+04,1.253e+05
131.5,3.701e+04,4.510e+04,2.499e+04,1.071e+05
133.0,1.948e+04,2.520e+04,1.363e+04,5.830e+04
134.6,7.933e+03,3.701e+03,2.576e+03,1.421e+04
136.1,7.067e+03,2.128e+03,1.802e+03,1.100e+04
137.7,7.433e+03,2.326e+03,1.921e+03,1.168e+04
139.2,7.150e+03,2.808e+03,1.854e+03,1.181e+04
140.8,6.420e+03,3.541e+03,1.789e+03,1.175e+04
142.3,5.635e+03,3.456e+03,1.500e+03,1.059e+04
143.9,5.044e+03,4.034e+03,1.473e+03,1.055e+04
145.4,5.008e+03,4.300e+03,1.317e+03,1.063e+04
147.0,5.755e+03,4.962e+03,1.403e+03,1.212e+04
148.5,6.021e+03,5.844e+03,1.389e+03,1.325e+04
150.1,6.647e+03,5.391e+03,1.358e+03,1.340e+04
151.6,9.759e+03,4.231e+03,1.774e+03,1.576e+04
153.2,1.221e+04,4.033e+03,2.193e+03,1.844e+04
154.7,1.419e+04,3.990e+03,2.671e+03,2.085e+04
156.3,1.705e+04,3.607e+03,3.322e+03,2.398e+04
157.8,1.859e+04,3.523e+03,3.799e+03,2.592e+04
159.4,1.891e+04,3.516e+03,3.986e+03,2.641e+04
160.9,1.941e+04,3.470e+03,3.903e+03,2.679e+04
162.4,1.863e+04,3.615e+03,3.409e+03,2.566e+04
164.0,1.741e+04,3.993e+03,2.613e+03,2.402e+04
165.5,1.393e+04,3.754e+03,1.747e+03,1.943e+04
167.1,1.050e+04,3.063e+03,1.330e+03,1.489e+04
168.6,1.010e+04,2.989e+03,1.228e+03,1.431e+04
170.2,9.679e+03,2.875e+03,1.184e+03,1.374e+04
171.7,6.586e+03,3.038e+03,1.268e+03,1.089e+04
173.3,4.532e+03,3.193e+03,1.489e+03,9.215e+03
174.8,4.229e+03,2.873e+03,1.485e+03,8.587e+03
176.4,3.926e+03,2.715e+03,1.481e+03,8.122e+03
177.9,3.855e+03,2.962e+03,1.593e+03,8.410e+03
179.5,3.868e+03,3.211e+03,1.571e+03,8.649e+03
181.0,3.987e+03,3.301e+03,1.595e+03,8.883e+03
182.6,4.203e+03,3.401e+03,1.491e+03,9.094e+03
184.1,4.437e+03,3.189e+03,1.520e+03,9.147e+03
185.7,4.978e+03,2.792e+03,1.689e+03,9.459e+03
187.2,5.728e+03,2.659e+03,1.786e+03,1.017e+04
188.7,6.124e+03,2.591e+03,1.692e+03,1.041e+04
190.3,6.278e+03,2.228e+03,1.583e+03,1.009e+04
191.8,6.701e+03,1.852e+03,1.592e+03,1.015e+04
193.4,6.822e+03,1.727e+03,1.664e+03,1.021e+04
194.9,7.096e+03,1.629e+03,1.756e+03,1.048e+04
196.5,7.282e+03,1.465e+03,1.858e+03,1.060e+04
198.0,6.982e+03,1.386e+03,1.872e+03,1.024e+04
199.6,6.700e+03,1.352e+03,1.913e+03,9.965e+03
