freq,psd_x,psd_y,psd_z,psd_xyz
77.2,1.333e+04,6.504e+04,6.764e+04,1.460e+05
78.7,2.155e+04,9.518e+04,7.866e+04,1.954e+05
80.3,3.036e+04,1.285e+05,8.956e+04,2.484e+05
81.9,3.702e+04,1.497e+05,9.576e+04,2.825e+05
83.5,3.439e+04,1.613e+05,8.978e+04,2.855e+05
85.0,2.980e+04,1.343e+05,6.820e+04,2.323e+05
86.6,3.028e+04,1.055e+05,5.229e+04,1.881e+05
88.2,4.013e+04,7.539e+04,3.989e+04,1.554e+05
89.8,4.666e+04,5.160e+04,3.286e+04,1.311e+05
91.3,4.871e+04,3.969e+04,3.178e+04,1.202e+05
92.9,5.940e+04,3.177e+04,2.927e+04,1.204e+05
94.5,8.825e+04,2.625e+04,3.030e+04,1.448e+05
96.1,1.100e+05,2.297e+04,3.233e+04,1.653e+05
97.6,1.380e+05,1.840e+04,3.412e+04,1.905e+05
99.2,1.728e+05,1.375e+04,3.611e+04,2.227e+05
100.8,2.273e+05,1.050e+04,4.030e+04,2.781e+05
102.4,3.059e+05,9.025e+03,4.304e+04,3.580e+05
103.9,2.730e+05,7.986e+03,3.751e+04,3.185e+05
105.5,1.646e+05,9.883e+03,3.076e+04,2.052e+05
107.1,1.648e+05,1.441e+04,3.070e+04,2.100e+05
108.7,2.254e+05,2.856e+04,3.618e+04,2.901e+05
110.2,3.089e+05,4.593e+04,5.172e+04,4.066e+05
111.8,3.259e+05,5.585e+04,6.560e+04,4.473e+05
113.4,2.902e+05,6.157e+04,7.347e+04,4.252e+05
115.0,2.285e+05,6.986e+04,7.624e+04,3.746e+05
116.5,1.209e+05,7.856e+04,6.407e+04,2.636e+05
118.1,5.433e+04,7.154e+04,4.348e+04,1.693e+05
119.7,4.599e+04,8.341e+04,4.423e+04,1.736e+05
121.3,4.506e+04,7.583e+04,4.045e+04,1.613e+05
122.8,3.881e+04,6.406e+04,3.755e+04,1.404e+05
124.4,3.421e+04,6.182e+04,3.870e+04,1.347e+05
126.0,3.097e+04,6.969e+04,3.934e+04,1.400e+05
127.6,2.585e+04,7.742e+04,3.744e+04,1.407e+05
129.1,2.250e+04,8.398e+04,3.710e+04,1.436e+05
130.7,1.780e+04,8.653e+04,3.468e+04,1.390e+05
132.3,1.508e+04,7.583e+04,2.788e+04,1.188e+05
133.9,1.276e+04,2.557e+04,1.019e+04,4.852e+04
135.4,9.657e+03,7.657e+03,3.862e+03,2.118e+04
137.0,8.951e+03,6.123e+03,3.256e+03,1.833e+04
138.6,7.293e+03,5.563e+03,2.806e+03,1.566e+04
140.2,8.092e+03,5.721e+03,2.521e+03,1.633e+04
141.7,1.017e+04,6.255e+03,2.401e+03,1.883e+04
143.3,1.216e+04,5.980e+03,2.242e+03,2.038e+04
144.9,1.510e+04,5.567e+03,2.052e+03,2.272e+04
146.5,1.945e+04,5.593e+03,2.497e+03,2.754e+04
148.0,2.319e+04,5.959e+03,3.238e+03,3.239e+04
149.6,2.418e+04,6.518e+03,3.676e+03,3.438e+04
151.2,2.548e+04,6.930e+03,4.409e+03,3.682e+04
152.8,2.623e+04,6.026e+03,4.982e+03,3.724e+04
154.3,2.850e+04,5.117e+03,5.454e+03,3.907e+04
155.9,3.227e+04,6.009e+03,5.662e+03,4.394e+04
157.5,3.238e+04,7.412e+03,5.434e+03,4.523e+04
159.1,3.216e+04,7.363e+03,4.854e+03,4.437e+04
160.6,2.496e+04,7.852e+03,4.326e+03,3.714e+04
162.2,1.906e+04,7.218e+03,3.720e+03,3.000e+04
163.8,1.560e+04,5.891e+03,2.962e+03,2.445e+04
165.4,1.192e+04,5.318e+03,2.406e+03,1.965e+04
166.9,8.944e+03,4.955e+03,2.131e+03,1.603e+04
168.5,7.965e+03,4.209e+03,1.754e+03,1.393e+04
170.1,8.394e+03,3.534e+03,1.822e+03,1.375e+04
171.7,7.605e+03,2.818e+03,1.730e+03,1.215e+04
173.2,6.339e+03,2.717e+03,1.514e+03,1.057e+04
174.8,6.647e+03,2.612e+03,1.331e+03,1.059e+04
176.4,7.283e+03,2.565e+03,1.048e+03,1.090e+04
177.9,8.086e+03,2.436e+03,9.878e+02,1.151e+04
179.5,8.922e+03,2.357e+03,1.120e+03,1.240e+04
181.1,9.693e+03,2.200e+03,1.231e+03,1.312e+04
182.7,1.095e+04,2.220e+03,1.352e+03,1.452e+04
184.2,1.127e+04,2.102e+03,1.187e+03,1.456e+04
185.8,1.189e+04,2.139e+03,1.103e+03,1.513e+04
187.4,1.302e+04,2.097e+03,1.344e+03,1.646e+04
189.0,1.544e+04,2.293e+03,1.642e+03,1.938e+04
190.5,1.585e+04,2.836e+03,1.498e+03,2.018e+04
192.1,1.511e+04,2.990e+03,1.507e+03,1.960e+04
193.7,1.553e+04,3.353e+03,1.701e+03,2.059e+04
195.3,1.514e+04,3.831e+03,1.749e+03,2.072e+04
196.8,1.516e+04,4.188e+03,1.863e+03,2.121e+04
198.4,1.413e+04,4.077e+03,1.953e+03,2.016e+04
200.0,1.376e+04,3.811e+03,2.045e+03,1.962e+04
