freq,psd_x,psd_y,psd_z,psd_xyz
122.8,4.033e+05,5.321e+04,3.904e+04,4.955e+05
124.4,3.816e+05,6.232e+04,4.247e+04,4.864e+05
125.9,3.409e+05,6.904e+04,4.773e+04,4.577e+05
127.5,3.277e+05,8.138e+04,5.331e+04,4.623e+05
129.1,3.263e+05,1.018e+05,5.950e+04,4.877e+05
130.7,3.088e+05,1.219e+05,6.324e+04,4.939e+05
132.2,2.144e+05,1.104e+05,4.987e+04,3.746e+05
133.8,4.539e+04,4.312e+04,1.630e+04,1.048e+05
135.4,9.698e+03,3.147e+04,1.040e+04,5.156e+04
137.0,9.818e+03,3.370e+04,1.162e+04,5.514e+04
138.5,9.274e+03,3.753e+04,1.309e+04,5.990e+04
140.1,8.191e+03,4.515e+04,1.548e+04,6.882e+04
141.7,7.581e+03,5.122e+04,1.909e+04,7.789e+04
143.3,9.156e+03,4.963e+04,2.016e+04,7.895e+04
144.8,1.262e+04,4.696e+04,2.101e+04,8.059e+04
146.4,1.708e+04,4.447e+04,2.248e+04,8.403e+04
148.0,2.246e+04,4.480e+04,2.472e+04,9.198e+04
149.6,2.631e+04,4.092e+04,2.388e+04,9.111e+04
151.1,2.625e+04,3.416e+04,1.999e+04,8.040e+04
152.7,2.014e+04,3.164e+04,1.638e+04,6.815e+04
154.3,1.500e+04,3.069e+04,1.364e+04,5.933e+04
155.9,1.075e+04,2.580e+04,9.451e+03,4.600e+04
157.4,8.026e+03,1.799e+04,6.071e+03,3.209e+04
159.0,8.021e+03,1.068e+04,3.544e+03,2.224e+04
160.6,8.464e+03,6.368e+03,2.175e+03,1.701e+04
162.2,7.897e+03,4.443e+03,1.737e+03,1.408e+04
163.7,6.726e+03,3.796e+03,1.843e+03,1.236e+04
165.3,6.063e+03,3.544e+03,1.687e+03,1.129e+04
166.9,5.327e+03,4.486e+03,1.710e+03,1.152e+04
168.4,6.596e+03,6.263e+03,2.449e+03,1.531e+04
170.0,1.110e+04,7.671e+03,3.713e+03,2.249e+04
171.6,1.176e+04,7.546e+03,4.021e+03,2.332e+04
173.2,8.509e+03,7.463e+03,3.567e+03,1.954e+04
174.7,8.424e+03,7.806e+03,3.411e+03,1.964e+04
176.3,9.278e+03,7.450e+03,3.537e+03,2.026e+04
177.9,9.758e+03,7.132e+03,3.659e+03,2.055e+04
179.5,1.095e+04,6.515e+03,3.321e+03,2.079e+04
181.0,1.131e+04,5.824e+03,3.028e+03,2.016e+04
182.6,1.070e+04,5.855e+03,2.901e+03,1.946e+04
184.2,1.028e+04,5.729e+03,2.702e+03,1.871e+04
185.8,9.522e+03,5.339e+03,2.466e+03,1.733e+04
187.3,9.168e+03,4.997e+03,2.286e+03,1.645e+04
188.9,1.041e+04,5.049e+03,2.350e+03,1.781e+04
190.5,1.062e+04,5.206e+03,2.518e+03,1.835e+04
192.1,1.022e+04,5.276e+03,2.685e+03,1.818e+04
193.6,1.120e+04,5.437e+03,2.807e+03,1.945e+04
195.2,1.242e+04,5.922e+03,2.977e+03,2.132e+04
196.8,1.315e+04,6.685e+03,3.403e+03,2.324e+04
198.4,1.407e+04,6.738e+03,3.619e+03,2.442e+04
199.9,1.519e+04,7.309e+03,3.627e+03,2.613e+04
